Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,Gender,HourlyRate,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
27,0,Travel_Frequently,1242,Sales,20,Life Sciences,Female,90,Sales Executive,3,9981,1,No,14,3,80,3,7,0,7
51,0,Travel_Rarely,1469,Research & Development,8,Life Sciences,Male,81,Research Director,2,12490,5,No,16,3,80,1,10,4,7
30,1,Travel_Rarely,1005,Research & Development,3,Technical Degree,Female,88,Research Scientist,1,2657,5,Yes,11,3,80,3,5,0,4
41,0,Travel_Rarely,896,Sales,6,Life Sciences,Female,75,Manager,4,13591,3,Yes,18,3,80,3,1,0,0
30,1,Travel_Frequently,334,Sales,26,Marketing,Female,52,Sales Executive,1,6696,5,No,15,3,80,2,6,0,1
29,1,Travel_Rarely,992,Research & Development,1,Technical Degree,Male,85,Research Scientist,3,2058,0,No,14,3,80,2,6,1,5
45,0,Non-Travel,1052,Sales,6,Medical,Female,57,Sales Executive,4,8865,6,No,12,3,80,3,19,12,8
54,0,Travel_Rarely,1147,Sales,3,Marketing,Female,52,Sales Executive,1,5940,2,No,14,3,80,3,6,0,5
36,0,Travel_Rarely,1396,Research & Development,5,Life Sciences,Male,62,Laboratory Technician,2,5914,8,No,16,3,80,4,13,3,7
33,0,Travel_Rarely,147,Research & Development,4,Medical,Female,47,Research Scientist,2,2622,6,No,21,4,80,3,3,1,1
37,0,Travel_Frequently,663,Research & Development,11,Other,Male,47,Research Director,4,12185,1,Yes,14,3,80,3,10,0,7
38,0,Travel_Rarely,119,Sales,3,Life Sciences,Male,76,Sales Executive,3,10609,0,No,12,3,80,2,16,5,13
31,0,Non-Travel,979,Research & Development,1,Medical,Male,90,Manufacturing Director,3,4345,0,No,12,3,80,3,5,1,4
59,0,Travel_Rarely,142,Research & Development,3,Life Sciences,Male,70,Research Scientist,4,2177,3,No,17,3,80,3,1,0,0
37,0,Travel_Frequently,319,Sales,4,Marketing,Male,41,Sales Representative,4,2793,4,No,17,3,80,3,9,5,8
29,0,Travel_Frequently,1413,Sales,1,Medical,Female,42,Sales Executive,4,7918,1,No,14,3,80,3,11,4,1
35,0,Travel_Frequently,944,Sales,1,Marketing,Female,92,Sales Executive,3,8789,1,No,14,3,80,4,10,0,8
29,1,Travel_Rarely,896,Research & Development,18,Medical,Male,86,Research Scientist,4,2389,1,Yes,13,3,80,2,4,0,1
52,0,Travel_Rarely,1323,Research & Development,2,Life Sciences,Female,89,Laboratory Technician,4,3212,7,No,15,3,80,2,2,2,2
42,0,Travel_Rarely,532,Research & Development,4,Technical Degree,Male,58,Manager,4,19232,1,No,11,3,80,3,22,11,15
59,0,Travel_Rarely,818,Human Resources,6,Medical,Male,52,Human Resources,3,2267,8,No,17,3,80,2,2,2,2
50,0,Travel_Rarely,854,Sales,1,Medical,Female,68,Manager,4,19517,3,No,11,3,80,2,7,0,6
33,1,Travel_Rarely,813,Research & Development,14,Medical,Male,58,Laboratory Technician,4,2436,5,Yes,13,3,80,1,5,0,4
43,0,Travel_Rarely,1034,Sales,16,Marketing,Female,80,Manager,4,16064,5,Yes,22,4,80,3,17,1,9
33,1,Travel_Rarely,465,Research & Development,2,Life Sciences,Female,39,Laboratory Technician,1,2707,7,No,20,4,80,4,9,1,7
52,0,Non-Travel,771,Sales,2,Life Sciences,Male,79,Manager,3,19068,1,Yes,18,3,80,4,33,15,12
32,0,Travel_Rarely,1401,Sales,4,Life Sciences,Female,56,Sales Representative,2,3931,2,No,11,3,80,3,4,1,2
32,1,Travel_Rarely,515,Research & Development,1,Life Sciences,Male,62,Laboratory Technician,3,3730,0,Yes,14,3,80,1,3,1,2
39,0,Travel_Rarely,1431,Research & Development,1,Medical,Female,96,Laboratory Technician,3,2232,7,No,14,3,80,3,3,1,2
32,0,Non-Travel,976,Sales,26,Marketing,Male,100,Sales Executive,4,4465,0,No,18,3,80,3,3,2,2
41,0,Travel_Rarely,1411,Research & Development,19,Life Sciences,Male,36,Research Scientist,1,3072,2,No,16,3,80,2,1,0,0
40,0,Travel_Rarely,1300,Research & Development,24,Technical Degree,Male,62,Research Scientist,4,3319,1,No,17,3,80,3,9,4,7
45,0,Travel_Rarely,252,Research & Development,1,Other,Male,70,Manager,4,19202,0,No,11,3,80,3,24,1,7
31,0,Travel_Frequently,1327,Research & Development,3,Medical,Male,73,Research Director,3,13675,9,No,12,3,80,3,2,2,2
33,0,Travel_Rarely,832,Research & Development,5,Life Sciences,Female,63,Research Scientist,4,2911,1,No,13,3,80,2,2,0,2
34,0,Travel_Rarely,470,Research & Development,2,Life Sciences,Male,84,Manufacturing Director,1,5957,6,No,13,3,80,3,11,5,9
37,0,Travel_Rarely,1017,Research & Development,1,Medical,Female,83,Research Scientist,1,3920,2,No,14,3,80,2,3,0,2
45,0,Travel_Frequently,1199,Research & Development,7,Life Sciences,Male,77,Manufacturing Director,3,6434,4,No,17,3,80,3,3,0,2
37,1,Travel_Frequently,504,Research & Development,10,Medical,Male,61,Manufacturing Director,3,10048,6,No,11,3,80,3,1,0,0
39,0,Travel_Frequently,505,Research & Development,2,Technical Degree,Female,64,Healthcare Representative,3,10938,0,No,25,4,80,3,19,11,8
29,0,Travel_Rarely,665,Research & Development,15,Life Sciences,Male,60,Research Scientist,4,2340,1,No,19,3,80,3,6,1,5
42,0,Travel_Rarely,916,Research & Development,17,Life Sciences,Female,82,Research Scientist,1,6545,3,Yes,13,3,80,3,3,0,2
29,0,Travel_Rarely,1247,Sales,20,Marketing,Male,45,Sales Executive,4,6931,2,No,14,3,80,3,3,0,2
25,0,Travel_Rarely,685,Research & Development,1,Life Sciences,Female,62,Manufacturing Director,3,4898,0,No,12,3,80,3,4,1,2
42,0,Travel_Rarely,269,Research & Development,2,Medical,Female,56,Laboratory Technician,1,2593,0,Yes,11,3,80,3,9,7,8
40,0,Travel_Rarely,1416,Research & Development,2,Medical,Male,49,Research Director,3,19436,0,No,19,3,80,3,21,3,9
51,0,Travel_Rarely,833,Research & Development,1,Life Sciences,Male,96,Research Scientist,4,2723,1,No,11,3,80,2,1,0,0
31,1,Travel_Frequently,307,Research & Development,29,Medical,Male,71,Laboratory Technician,2,3479,0,No,11,3,80,4,5,1,4
32,0,Travel_Frequently,1311,Research & Development,7,Life Sciences,Male,100,Laboratory Technician,2,2794,1,No,20,4,80,1,5,0,3
38,0,Non-Travel,1327,Sales,2,Life Sciences,Male,39,Sales Executive,4,5249,3,No,18,3,80,3,8,7,5
32,0,Travel_Rarely,128,Research & Development,2,Technical Degree,Male,84,Laboratory Technician,1,2176,4,No,13,3,80,3,6,0,4
46,0,Travel_Rarely,488,Sales,2,Technical Degree,Female,75,Manager,2,16872,3,Yes,12,3,80,2,7,7,7
28,1,Travel_Rarely,529,Research & Development,2,Life Sciences,Male,79,Laboratory Technician,3,3485,2,No,11,3,80,1,0,0,0
29,0,Travel_Rarely,1210,Sales,2,Medical,Male,78,Sales Executive,2,6644,2,No,19,3,80,3,0,0,0
31,0,Travel_Rarely,1463,Research & Development,23,Medical,Male,64,Healthcare Representative,4,5582,0,No,21,4,80,3,9,7,8
25,0,Non-Travel,675,Research & Development,5,Life Sciences,Male,85,Healthcare Representative,1,4000,1,No,12,3,80,3,6,1,5
45,0,Travel_Rarely,1385,Research & Development,20,Medical,Male,79,Healthcare Representative,4,13496,0,Yes,14,3,80,3,20,4,10
36,0,Travel_Rarely,1403,Research & Development,6,Life Sciences,Male,47,Laboratory Technician,4,3210,0,No,11,3,80,3,15,10,11
55,0,Travel_Rarely,452,Research & Development,1,Medical,Male,81,Manager,1,19045,0,Yes,14,3,80,3,36,4,13
47,1,Non-Travel,666,Research & Development,29,Life Sciences,Male,88,Manager,2,11849,1,Yes,12,3,80,2,10,9,9
28,0,Travel_Rarely,1158,Research & Development,9,Medical,Male,94,Research Scientist,4,2070,1,No,23,4,80,2,5,0,4
37,0,Travel_Rarely,228,Sales,6,Medical,Male,98,Sales Executive,4,6502,4,No,14,3,80,4,5,0,1
21,0,Travel_Rarely,996,Research & Development,3,Medical,Male,100,Research Scientist,3,3230,1,No,17,3,80,4,3,1,0
37,0,Non-Travel,728,Research & Development,1,Medical,Female,80,Research Director,4,13603,2,Yes,18,3,80,3,5,0,2
35,0,Travel_Rarely,1315,Research & Development,22,Life Sciences,Female,71,Manager,2,11996,7,No,18,3,80,2,7,6,2
38,0,Travel_Rarely,322,Sales,7,Medical,Female,44,Sales Executive,1,5605,1,Yes,24,4,80,3,8,7,7
26,0,Travel_Frequently,1479,Research & Development,1,Life Sciences,Female,84,Manufacturing Director,2,6397,1,No,20,4,80,1,6,1,4
50,0,Travel_Rarely,797,Research & Development,4,Life Sciences,Male,96,Research Director,2,19144,3,No,14,3,80,2,10,1,6
53,0,Travel_Rarely,1070,Research & Development,3,Medical,Male,45,Research Director,3,17584,3,Yes,16,3,80,2,5,1,3
42,0,Travel_Rarely,635,Sales,1,Life Sciences,Male,99,Sales Executive,3,4907,1,No,25,4,80,3,20,11,6
29,0,Travel_Frequently,442,Sales,2,Life Sciences,Male,44,Sales Executive,4,4554,1,No,18,3,80,2,10,0,9
55,0,Travel_Rarely,147,Research & Development,20,Technical Degree,Male,37,Laboratory Technician,4,5415,3,Yes,19,3,80,3,10,0,8
26,0,Travel_Frequently,496,Research & Development,11,Medical,Male,60,Healthcare Representative,1,4741,1,Yes,13,3,80,3,5,3,3
37,0,Travel_Rarely,1372,Research & Development,1,Life Sciences,Female,42,Research Scientist,4,2115,1,No,12,3,80,3,17,5,7
44,1,Travel_Frequently,920,Research & Development,24,Life Sciences,Male,43,Laboratory Technician,3,3161,3,Yes,22,4,80,1,1,0,0
38,0,Travel_Rarely,688,Research & Development,23,Life Sciences,Male,82,Healthcare Representative,4,5745,9,No,14,3,80,3,2,1,2
26,1,Travel_Rarely,1449,Research & Development,16,Medical,Male,45,Laboratory Technician,2,2373,2,Yes,13,3,80,3,3,0,2
28,0,Travel_Rarely,1117,Research & Development,8,Life Sciences,Female,66,Research Scientist,4,3310,1,No,21,4,80,3,5,0,2
49,0,Travel_Frequently,636,Research & Development,10,Life Sciences,Female,35,Research Director,1,18665,9,Yes,11,3,80,3,3,1,2
36,0,Travel_Rarely,506,Research & Development,3,Technical Degree,Male,30,Research Scientist,2,4485,4,No,12,3,80,3,8,7,7
31,0,Travel_Frequently,444,Sales,5,Marketing,Female,84,Sales Representative,2,2789,1,No,11,3,80,2,2,2,2
26,1,Travel_Rarely,950,Sales,4,Marketing,Male,48,Sales Executive,4,5828,1,Yes,12,3,80,3,8,7,4
37,0,Travel_Frequently,889,Research & Development,9,Medical,Male,53,Research Scientist,4,2326,1,Yes,12,3,80,2,4,1,2
42,0,Travel_Frequently,555,Sales,26,Marketing,Female,77,Sales Executive,2,13525,5,No,14,3,80,4,20,4,8
18,1,Travel_Rarely,230,Research & Development,3,Life Sciences,Male,54,Laboratory Technician,3,1420,1,No,13,3,80,3,0,0,0
35,0,Travel_Rarely,1232,Sales,16,Marketing,Male,96,Sales Executive,2,8020,0,No,15,3,80,2,11,6,9
36,0,Travel_Frequently,566,Research & Development,18,Life Sciences,Male,81,Laboratory Technician,4,3688,4,No,18,3,80,3,1,0,0
51,0,Travel_Rarely,1302,Research & Development,2,Medical,Male,84,Manufacturing Director,2,5482,5,No,18,3,80,3,4,1,2
41,0,Travel_Rarely,334,Sales,2,Life Sciences,Male,88,Manager,2,16015,1,No,19,3,80,3,22,0,4
18,0,Travel_Rarely,812,Sales,10,Medical,Female,69,Sales Representative,3,1200,1,No,12,3,80,3,0,0,0
28,0,Travel_Rarely,1476,Research & Development,16,Medical,Male,68,Healthcare Representative,1,5661,0,No,19,3,80,3,8,0,7
31,0,Travel_Rarely,218,Sales,7,Technical Degree,Male,100,Sales Executive,4,6929,4,No,11,3,80,2,8,7,7
39,0,Travel_Rarely,1132,Research & Development,1,Medical,Male,48,Healthcare Representative,4,9613,0,No,17,3,80,2,18,3,7
36,0,Non-Travel,1105,Research & Development,24,Life Sciences,Female,47,Laboratory Technician,2,5674,7,No,15,3,80,3,9,0,8
32,0,Travel_Rarely,906,Sales,7,Life Sciences,Male,91,Sales Executive,3,5484,1,No,14,3,80,2,13,4,8
38,0,Travel_Rarely,849,Research & Development,25,Life Sciences,Female,81,Research Director,2,12061,3,No,17,3,80,3,10,0,1
58,0,Non-Travel,390,Research & Development,1,Life Sciences,Male,32,Healthcare Representative,3,5660,2,Yes,13,3,80,3,5,1,2
31,0,Travel_Rarely,691,Research & Development,5,Technical Degree,Male,86,Research Scientist,4,4821,0,Yes,12,3,80,3,5,0,3
31,0,Travel_Rarely,106,Human Resources,2,Human Resources,Male,62,Human Resources,1,6410,3,No,12,3,80,3,2,1,0
45,0,Travel_Frequently,1249,Research & Development,7,Life Sciences,Male,97,Laboratory Technician,1,5210,1,No,18,3,80,3,24,9,11
31,0,Travel_Rarely,192,Research & Development,2,Life Sciences,Male,32,Research Scientist,4,2695,0,Yes,18,3,80,1,2,2,2
33,0,Travel_Frequently,553,Research & Development,5,Life Sciences,Female,74,Manager,2,11878,6,No,11,3,80,3,10,8,8
39,0,Travel_Rarely,117,Research & Development,10,Medical,Male,99,Manager,1,17068,1,Yes,14,3,80,3,21,11,10
43,0,Travel_Frequently,185,Research & Development,10,Life Sciences,Female,33,Laboratory Technician,4,2455,0,No,19,3,80,3,8,1,7
49,0,Travel_Rarely,1091,Research & Development,1,Technical Degree,Female,90,Healthcare Representative,3,13964,7,Yes,12,3,80,3,7,0,7
52,1,Travel_Rarely,723,Research & Development,8,Medical,Male,85,Research Scientist,2,4941,2,No,15,3,80,2,8,7,7
27,0,Travel_Rarely,1220,Research & Development,5,Life Sciences,Female,85,Research Scientist,2,2478,1,Yes,12,3,80,2,4,1,2
32,0,Travel_Rarely,588,Sales,8,Technical Degree,Female,65,Sales Executive,2,5228,1,Yes,11,3,80,3,13,11,9
27,0,Travel_Rarely,1377,Sales,2,Life Sciences,Male,74,Sales Executive,3,4478,1,Yes,11,3,80,3,5,0,4
31,0,Travel_Rarely,691,Sales,7,Marketing,Male,73,Sales Executive,4,7547,4,No,12,3,80,3,7,1,7
32,0,Travel_Rarely,1018,Research & Development,2,Medical,Female,74,Research Scientist,4,5055,7,No,16,3,80,2,7,0,7
28,1,Travel_Rarely,1157,Research & Development,2,Medical,Male,84,Research Scientist,4,3464,5,Yes,13,3,80,2,3,2,2
30,0,Travel_Rarely,1275,Research & Development,28,Medical,Female,64,Research Scientist,4,5775,1,No,13,3,80,3,10,1,9
31,0,Travel_Frequently,798,Research & Development,7,Life Sciences,Female,48,Manufacturing Director,3,8943,1,No,24,4,80,3,10,8,9
39,0,Travel_Frequently,672,Research & Development,7,Medical,Male,54,Manager,4,19272,1,No,15,3,80,3,21,13,3
39,1,Travel_Rarely,1162,Sales,3,Medical,Female,41,Sales Executive,3,5238,4,Yes,18,3,80,2,1,0,0
33,0,Travel_Frequently,508,Sales,10,Marketing,Male,46,Sales Executive,4,4682,3,No,14,3,80,2,7,0,1
47,0,Travel_Rarely,1482,Research & Development,5,Life Sciences,Male,42,Research Director,3,18300,4,No,11,3,80,3,3,1,1
43,0,Travel_Frequently,559,Research & Development,10,Life Sciences,Female,82,Laboratory Technician,3,5257,1,No,11,3,80,4,9,0,0
27,0,Non-Travel,210,Sales,1,Marketing,Male,73,Sales Executive,2,6349,0,Yes,13,3,80,3,5,1,4
54,0,Travel_Frequently,928,Research & Development,20,Life Sciences,Female,31,Research Scientist,3,4869,3,No,12,3,80,2,4,0,3
43,0,Travel_Rarely,1001,Research & Development,7,Life Sciences,Female,43,Healthcare Representative,1,9985,8,No,16,3,80,2,1,0,0
45,0,Travel_Rarely,549,Research & Development,8,Other,Male,75,Research Scientist,4,3697,9,No,14,3,80,3,10,9,8
40,0,Travel_Rarely,1124,Sales,1,Medical,Male,57,Sales Executive,4,7457,2,Yes,22,4,80,2,4,0,2
29,1,Travel_Rarely,318,Research & Development,8,Other,Male,77,Laboratory Technician,1,2119,1,Yes,11,3,80,2,7,0,7
29,0,Travel_Rarely,738,Research & Development,9,Other,Male,30,Laboratory Technician,4,3983,0,No,17,3,80,3,3,2,2
30,0,Travel_Rarely,570,Sales,5,Marketing,Female,30,Sales Executive,3,6118,1,No,13,3,80,3,10,1,2
27,0,Travel_Rarely,1130,Sales,8,Marketing,Female,56,Sales Executive,2,6214,1,No,18,3,80,3,8,0,7
37,0,Travel_Rarely,1192,Research & Development,5,Medical,Male,61,Manufacturing Director,4,6347,7,No,16,3,80,2,6,0,4
38,0,Travel_Rarely,343,Research & Development,15,Life Sciences,Male,92,Research Director,4,11510,0,Yes,14,3,80,3,11,2,9
31,0,Travel_Rarely,1232,Research & Development,7,Medical,Female,39,Manufacturing Director,4,7143,1,Yes,14,3,80,2,11,4,10
29,0,Travel_Rarely,144,Sales,10,Marketing,Female,39,Sales Executive,2,8268,1,Yes,14,3,80,3,7,1,7
35,0,Travel_Rarely,1296,Research & Development,5,Technical Degree,Male,62,Manufacturing Director,2,8095,0,No,13,3,80,3,16,0,13
23,0,Travel_Rarely,1309,Research & Development,26,Life Sciences,Male,83,Research Scientist,4,2904,1,No,12,3,80,2,4,0,2
41,0,Travel_Rarely,483,Research & Development,6,Medical,Male,95,Manufacturing Director,2,6032,6,Yes,15,3,80,3,5,1,2
47,0,Travel_Frequently,1309,Sales,4,Medical,Male,99,Sales Representative,3,2976,3,No,19,3,80,3,0,0,0
42,0,Travel_Rarely,810,Research & Development,23,Life Sciences,Female,44,Research Director,4,15992,2,No,14,3,80,3,1,0,0
29,0,Non-Travel,746,Sales,2,Life Sciences,Male,61,Sales Executive,3,4649,1,No,14,3,80,2,4,0,2
42,0,Travel_Rarely,544,Human Resources,2,Technical Degree,Male,52,Human Resources,3,2696,0,Yes,11,3,80,3,3,1,0
32,0,Travel_Rarely,1062,Research & Development,2,Medical,Female,75,Laboratory Technician,2,2370,1,No,13,3,80,3,8,0,7
48,0,Travel_Rarely,530,Sales,29,Medical,Female,91,Manager,3,12504,3,No,21,4,80,1,0,0,0
37,0,Travel_Rarely,1319,Research & Development,6,Medical,Male,51,Research Scientist,1,5974,4,Yes,13,3,80,3,7,6,7
30,0,Non-Travel,641,Sales,25,Technical Degree,Female,85,Sales Executive,3,4736,7,Yes,12,3,80,4,2,2,2
26,0,Travel_Rarely,933,Sales,1,Life Sciences,Male,57,Sales Executive,3,5296,1,No,17,3,80,3,8,7,7
42,0,Travel_Rarely,1332,Research & Development,2,Other,Male,98,Healthcare Representative,4,6781,3,No,23,4,80,3,1,0,0
21,1,Travel_Frequently,756,Sales,1,Technical Degree,Female,99,Sales Representative,2,2174,1,Yes,11,3,80,3,3,1,2
36,0,Non-Travel,845,Sales,1,Medical,Female,45,Sales Executive,4,6653,4,No,15,3,80,3,1,0,0
36,0,Travel_Frequently,541,Sales,3,Medical,Male,48,Sales Executive,4,9699,4,No,11,3,80,3,13,1,12
57,0,Travel_Rarely,593,Research & Development,1,Medical,Male,88,Healthcare Representative,3,6755,2,No,11,3,80,3,3,1,2
40,0,Travel_Rarely,1171,Research & Development,10,Life Sciences,Female,46,Laboratory Technician,3,2213,3,Yes,13,3,80,3,7,1,7
21,0,Non-Travel,895,Sales,9,Medical,Male,39,Sales Representative,4,2610,1,No,24,4,80,2,3,2,2
33,1,Travel_Rarely,350,Sales,5,Marketing,Female,34,Sales Representative,3,2851,1,Yes,13,3,80,3,1,0,0
37,0,Travel_Rarely,921,Research & Development,10,Medical,Female,98,Laboratory Technician,1,3452,6,No,20,4,80,3,5,0,3
46,0,Non-Travel,1144,Research & Development,7,Medical,Female,30,Manufacturing Director,3,5258,2,No,14,3,80,4,1,0,0
41,1,Travel_Frequently,143,Sales,4,Marketing,Male,56,Sales Executive,2,9355,1,No,18,3,80,3,8,7,7
50,0,Travel_Rarely,1046,Research & Development,10,Technical Degree,Male,100,Healthcare Representative,4,10496,6,No,15,3,80,3,4,1,3
40,1,Travel_Rarely,575,Sales,22,Marketing,Male,68,Sales Executive,3,6380,2,Yes,12,3,80,3,6,1,0
31,0,Travel_Rarely,408,Research & Development,9,Life Sciences,Male,42,Research Scientist,2,2657,0,Yes,16,3,80,3,2,2,2
21,1,Travel_Rarely,156,Sales,12,Life Sciences,Female,90,Sales Representative,2,2716,1,No,15,3,80,3,1,0,0
29,0,Travel_Rarely,1283,Research & Development,23,Life Sciences,Male,54,Research Scientist,4,2201,9,No,16,3,80,3,3,1,2
35,0,Travel_Rarely,755,Research & Development,9,Life Sciences,Male,97,Healthcare Representative,2,6540,9,No,19,3,80,3,1,0,0
27,0,Travel_Rarely,1469,Research & Development,1,Medical,Male,82,Laboratory Technician,2,3816,1,No,11,3,80,3,5,0,4
28,0,Travel_Rarely,304,Sales,9,Life Sciences,Male,92,Sales Executive,4,5253,1,No,16,3,80,3,7,0,7
49,0,Travel_Rarely,1261,Research & Development,7,Other,Male,31,Healthcare Representative,3,10965,8,No,24,4,80,3,5,0,0
51,0,Travel_Rarely,1178,Sales,14,Life Sciences,Female,87,Sales Executive,4,4936,4,No,11,3,80,2,7,0,7
36,0,Travel_Rarely,329,Research & Development,2,Life Sciences,Female,96,Research Scientist,3,2543,4,No,13,3,80,3,2,2,2
34,1,Non-Travel,1362,Sales,19,Marketing,Male,67,Sales Executive,4,5304,8,Yes,13,3,80,2,5,0,4
55,0,Travel_Rarely,1311,Research & Development,2,Life Sciences,Female,97,Manager,4,16659,2,Yes,13,3,80,3,5,1,2
24,0,Travel_Rarely,1371,Sales,10,Marketing,Female,77,Sales Executive,3,4260,1,Yes,12,3,80,4,5,0,3
30,0,Travel_Rarely,202,Sales,2,Technical Degree,Male,72,Sales Representative,2,2476,1,No,18,3,80,3,1,0,0
26,1,Travel_Frequently,575,Research & Development,3,Technical Degree,Male,73,Research Scientist,1,3102,0,No,22,4,80,3,6,0,4
22,0,Travel_Rarely,253,Research & Development,11,Medical,Female,43,Research Scientist,2,2244,1,No,13,3,80,3,2,1,2
36,0,Travel_Rarely,164,Sales,2,Medical,Male,61,Sales Executive,3,7596,1,No,13,3,80,3,10,9,0
30,1,Travel_Frequently,464,Research & Development,4,Technical Degree,Male,40,Research Scientist,4,2285,9,Yes,23,4,80,3,1,0,0
37,0,Travel_Rarely,1107,Research & Development,14,Life Sciences,Female,95,Laboratory Technician,1,3034,1,No,12,3,80,2,18,12,17
40,0,Travel_Rarely,759,Sales,2,Marketing,Female,46,Sales Executive,2,5715,7,No,12,3,80,3,5,1,3
42,0,Travel_Rarely,201,Research & Development,1,Life Sciences,Female,95,Laboratory Technician,1,2576,3,No,16,3,80,3,5,1,2
37,0,Travel_Rarely,1305,Research & Development,10,Life Sciences,Male,49,Manufacturing Director,2,4197,2,Yes,12,3,80,2,1,0,1
43,0,Travel_Rarely,982,Research & Development,12,Life Sciences,Male,59,Research Director,2,14336,1,No,11,3,80,3,25,3,9
40,0,Travel_Rarely,555,Research & Development,2,Medical,Female,78,Laboratory Technician,3,3448,6,No,22,4,80,3,1,0,0
54,0,Travel_Rarely,821,Research & Development,5,Medical,Male,86,Research Director,1,19406,4,No,11,3,80,2,4,1,2
34,0,Non-Travel,1381,Sales,4,Marketing,Female,72,Sales Executive,3,6538,9,No,15,3,80,3,3,1,2
31,0,Travel_Rarely,480,Research & Development,7,Medical,Female,31,Manufacturing Director,1,4306,1,No,12,3,80,1,13,3,12
43,0,Travel_Frequently,313,Research & Development,21,Medical,Male,61,Laboratory Technician,4,2258,7,No,20,4,80,3,3,1,2
43,0,Travel_Rarely,1473,Research & Development,8,Other,Female,74,Healthcare Representative,3,4522,4,Yes,14,3,80,3,5,0,2
25,0,Travel_Rarely,891,Sales,4,Life Sciences,Female,99,Sales Executive,4,4487,1,Yes,11,3,80,3,5,1,3
37,0,Non-Travel,1063,Research & Development,25,Medical,Female,72,Research Scientist,3,4449,3,Yes,15,3,80,3,13,10,7
31,0,Travel_Rarely,329,Research & Development,1,Life Sciences,Male,98,Laboratory Technician,1,2218,1,No,12,3,80,3,4,3,2
39,0,Travel_Frequently,1218,Research & Development,1,Life Sciences,Male,52,Manager,3,19197,1,Yes,14,3,80,3,21,1,6
56,0,Travel_Frequently,906,Sales,6,Life Sciences,Female,86,Sales Executive,1,13212,9,No,11,3,80,2,7,7,7
30,0,Travel_Rarely,1082,Sales,12,Technical Degree,Female,83,Sales Executive,3,6577,0,No,11,3,80,3,5,4,4
41,0,Travel_Rarely,645,Sales,1,Marketing,Male,49,Sales Executive,1,8392,1,No,16,3,80,3,10,0,7
28,0,Travel_Rarely,1300,Research & Development,17,Medical,Male,79,Laboratory Technician,1,4558,1,No,12,3,80,3,10,1,8
25,1,Travel_Rarely,688,Research & Development,3,Medical,Male,91,Laboratory Technician,1,4031,5,No,13,3,80,3,2,0,2
52,0,Travel_Rarely,319,Research & Development,3,Medical,Male,39,Manufacturing Director,3,7969,2,Yes,14,3,80,3,5,0,4
45,0,Travel_Rarely,192,Research & Development,10,Life Sciences,Male,69,Research Scientist,4,2654,3,No,21,4,80,2,2,0,2
52,0,Travel_Rarely,1490,Research & Development,4,Life Sciences,Female,30,Manager,4,16555,2,No,13,3,80,1,5,1,4
42,0,Travel_Frequently,532,Research & Development,29,Life Sciences,Female,92,Research Scientist,3,4556,2,No,11,3,80,3,5,0,2
30,0,Travel_Rarely,317,Research & Development,2,Life Sciences,Female,43,Manufacturing Director,4,6091,2,No,20,4,80,3,5,0,2
60,0,Travel_Rarely,422,Research & Development,7,Life Sciences,Female,41,Manager,1,19566,5,No,11,3,80,1,29,11,10
46,0,Travel_Rarely,1485,Research & Development,18,Medical,Female,87,Manufacturing Director,3,4810,2,No,14,3,80,2,10,0,8
42,0,Travel_Frequently,1368,Research & Development,28,Technical Degree,Female,88,Healthcare Representative,4,4523,0,No,11,3,80,4,6,0,4
24,1,Travel_Rarely,1448,Sales,1,Technical Degree,Female,62,Sales Representative,2,3202,1,Yes,16,3,80,3,5,1,4
34,1,Travel_Frequently,296,Sales,6,Marketing,Female,33,Sales Representative,3,2351,0,No,16,3,80,2,2,1,0
38,0,Travel_Frequently,1490,Research & Development,2,Life Sciences,Male,42,Laboratory Technician,4,1702,1,Yes,23,4,80,3,1,0,0
40,0,Travel_Rarely,1398,Sales,2,Life Sciences,Female,79,Manager,3,18041,0,No,14,3,80,3,20,1,12
26,0,Travel_Rarely,1349,Research & Development,23,Life Sciences,Female,90,Research Scientist,4,2886,1,No,22,4,80,1,3,0,2
30,0,Non-Travel,1400,Research & Development,3,Life Sciences,Male,53,Laboratory Technician,4,2097,4,No,15,3,80,1,5,1,4
29,0,Travel_Rarely,986,Research & Development,3,Medical,Male,93,Research Director,3,11935,1,No,18,3,80,3,10,0,7
29,1,Travel_Rarely,408,Research & Development,25,Technical Degree,Female,71,Research Scientist,2,2546,5,No,16,3,80,4,2,1,1
19,1,Travel_Rarely,489,Human Resources,2,Technical Degree,Male,52,Human Resources,4,2564,1,No,12,3,80,4,1,0,0
30,0,Non-Travel,1398,Sales,22,Other,Female,69,Sales Executive,1,8412,0,No,11,3,80,3,9,7,8
57,0,Travel_Rarely,210,Sales,29,Marketing,Male,56,Manager,4,14118,3,No,12,3,80,2,1,0,0
50,0,Travel_Rarely,1099,Research & Development,29,Life Sciences,Male,88,Manager,3,17046,0,No,15,3,80,3,27,15,7
30,0,Non-Travel,1116,Research & Development,2,Medical,Female,49,Laboratory Technician,4,2564,0,No,14,3,80,2,11,6,7
60,0,Travel_Frequently,1499,Sales,28,Marketing,Female,80,Sales Executive,1,10266,4,No,19,3,80,4,18,13,11
